女,2,178109,8,209034,7,289344,2,7840,2,483,2,39200,0,3304,0,0,1,713,0,0,0,0,2,6437,0,0,0,0,1,1326,6,245141,6,115193,7,318023,4,157063,0,0,3,168038,0,0,0,0,0,0,0,0,1,2073,3,16079,0,0,0,0,2,66531,5,930536,6,372092,10,606214,3,258422,1,149935,3,71799,0,0,0,0,2,0,0,0,0,0,1,1747,1,52554,0,555,1,906,3,1074847,4,234270,11,259787,1,26804,1,3880,4,131392,0,0,0,0,3,917070,0,0,0,0,0,0,1,408,1,48551,2,13798,3,490749,6,69013,11,247378,1,20960,0,0,3,16775,0,0,1,9786,4,387616,0,0,0,0,0,0,1,347,0,0,1,10333,5,1004284,7,450079,11,318136,1,26269,0,0,2,38604,0,0,0,0,4,297246,0,0,0,0,1,64655,0,0,0,0,2,3926,4,827722,12,921743,10,114960,1,22528,0,0,3,572814,0,0,0,0,2,62971,0,0,1,541412,2,33905,0,0,1,0,1,8618
80~84歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,1,166570,0,24344,4,239664,2,29806,0,0,1,218432,2,23131,2,291718,2,1251,0,0,0,0,1,19589,0,0,2,21834,0,0,1,105334,4,934288,5,26623,0,668,0,0,1,67442,1,31931,1,356,1,0,0,0,1,77173,1,17116,0,0,2,29627,0,0,0,0,6,134671,3,6180,0,23586,0,0,1,122472,1,40366,0,0,1,629,0,0,1,210851,0,0,0,0,2,119106,0,0,0,0,3,103279,3,152828,2,16346,0,3106,1,80761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20322,0,0,2,439918,4,309190,3,15804,2,137091,1,6719,2,19272,1,10711,0,0,1,228,0,0,0,0,0,0,0,0,1,0,0,0,3,362327,5,332326,9,651218,3,197125,0,0,1,5406,1,166060,0,0,1,228,0,0,0,0,0,0,1,0,0,0,0,0,4,620423,5,391519,11,805081,4,38238,0,0,3,108762,1,1327,2,268011,1,920570,0,0,0,0,0,0,1,4067,0,0,0,0
85歲以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,0,0,0,0,6,401963,0,0,0,0,1,1736,1,185,1,553,0,0,0,0,0,0,3,393776,0,0,0,0,0,0,4,234228,0,0,3,129386,1,8702,0,0,0,0,0,0,1,42323,0,0,0,0,0,0,2,255526,0,0,1,7070,0,0,3,702425,0,0,5,95252,1,6049,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16250,0,0,5,208840,0,0,0,0,0,0,0,0,1,4061,1,0,0,0,0,0,0,0,0,0,0,8422,0,0,1,23943,1,65217,4,6172,3,220258,0,0,0,11434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13730,0,0,2,123775,2,25945,4,10304,2,524744,0,0,1,267,0,0,1,0,2,0,0,0,1,264273,3,613805,0,0,3,30653,0,0,2,0,5,376737,6,5475,0,0,0,0,0,0,0,0,1,6242,1,0,0,0,0,0,1,18185,0,0,3,44447,1,181573
嘉義縣朴子市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65~69歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,4,488430,6,380642,11,292397,3,121370,0,0,13,1428285,0,0,2,0,2,35843,0,0,0,0,5,35262,0,0,2,5190,2,470596,3,306356,7,93919,12,348442,1,18512,1,575024,13,812677,0,0,1,0,2,3007,0,0,1,0,7,26277,0,0,2,4189,2,429152,2,149655,8,286080,7,145789,1,21320,1,200853,15,876216,0,0,0,0,3,2398,0,0,1,784089,5,19508,1,0,1,109619,2,241650,0,0,9,279415,8,493627,2,23689,1,20897,15,705038,0,0,1,0,2,3409,0,0,0,0,4,4623,1,0,1,12579,0,0,2,179508,9,30665,11,696776,2,20328,1,16258,17,483759,0,0,0,0,3,21581,0,0,0,0,3,5045,0,0,1,14445,0,3618,4,1143321,7,609029,14,424624,1,0,0,0,14,188861,0,0,1,27553,0,0,0,0,0,0,4,9807,0,0,2,2933,1,27212,5,251612,10,357646,12,389095,1,0,0,0,12,179532,0,0,1,6163,3,298556,0,0,0,0,4,21011,0,920,2,20989,2,242070
70~74歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,10,1959980,8,339200,11,621311,2,354188,0,0,7,470331,0,0,2,407074,0,16164,0,0,0,0,5,138404,1,3906,7,93051,2,335930,9,1473259,9,488775,17,622156,2,28608,0,0,11,736895,0,0,3,62383,2,113102,0,0,0,0,7,445559,1,8201,3,31834,3,657092,13,2984806,8,113983,16,779782,4,447271,0,0,10,174764,0,0,1,0,2,168138,0,0,0,0,4,25408,0,0,3,344289,3,218089,9,2603444,7,378121,16,711330,5,676997,0,0,17,732079,0,0,2,0,1,41076,0,0,0,0,5,27510,0,0,1,4479,4,13150,5,1309479,12,345998,22,687514,4,22670,0,16876,16,389516,0,0,0,0,1,26015,0,0,0,0,4,116514,0,0,0,0,3,10923,6,330668,13,190589,21,773078,4,667363,1,18244,22,417468,0,0,1,0,2,15882,0,0,2,588339,3,12401,1,0,0,5241,3,112055,7,494869,13,1358097,14,372380,4,155483,1,31420,15,360579,0,0,1,0,2,501512,0,0,1,992421,2,372865,0,0,1,87381,2,2843
75~79歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,3,337228,8,254769,18,661742,3,16745,1,0,3,291701,0,0,0,0,1,1618,0,0,2,360289,2,33233,0,0,1,40448,0,0,7,1608211,10,141150,16,1148437,4,23625,2,8909,5,301466,0,0,0,0,2,371580,0,0,0,0,4,37239,0,21896,3,327086,0,0,5,523390,11,613382,13,1225191,5,1606892,1,146337,7,718275,1,0,0,0,0,15917,0,0,0,0,4,371044,1,935,7,77647,0,177643,7,369327,8,61132,13,711057,3,16778,0,0,6,123227,0,0,0,0,2,1557675,0,0,0,0,4,117666,1,4106,5,138442,0,0,7,147286,5,95185,15,681536,1,17867,0,0,7,78315,0,0,0,0,1,144672,0,0,0,0,5,44823,0,0,6,55383,1,127612,6,1195027,15,277778,14,488001,1,14744,1,0,8,158789,0,0,1,0,1,937160,0,0,0,0,2,26739,1,0,4,7863,1,2217,10,742993,18,516287,25,1519398,3,58555,0,0,11,659683,0,0,2,0,5,1410779,0,0,0,0,4,16658,0,0,2,78690,1,48373
80~84歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,2,0,2,123890,9,299581,1,4243,0,0,1,634,0,0,0,0,1,295119,0,0,0,366887,2,1565,0,0,1,60436,0,0,1,93170,3,4695,12,1007920,2,4367,0,0,1,634,0,0,0,0,2,221874,0,0,1,724592,3,61709,0,0,2,716893,0,0,3,130837,1,15002,18,705891,3,292834,0,0,2,147522,0,0,1,66518,1,27604,0,0,2,746384,6,615313,0,0,3,65891,0,0,1,0,4,32015,21,1613139,2,0,0,0,2,111066,1,0,0,0,3,67529,0,0,1,650558,3,47659,0,0,3,79288,0,0,2,150746,6,53853,18,507128,2,0,1,0,2,49553,0,0,0,0,1,10765,0,0,1,12725,5,213979,0,0,3,95038,1,97150,4,857274,11,342097,20,778737,3,143367,1,0,6,344936,0,0,0,0,1,0,0,0,2,52952,2,634807,0,0,3,36221,0,0,6,818769,12,135923,21,730258,0,0,0,0,8,839674,0,0,0,0,0,0,0,0,1,342966,0,0,1,0,4,47182,1,3988
85歲以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,0,0,3,27928,6,378465,1,0,0,0,1,8591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89376,0,0,4,345994,6,224391,8,468408,0,0,0,0,2,184721,1,0,1,31780,1,0,0,0,0,0,1,0,0,0,0,0,1,763,5,590779,3,102274,6,312818,1,76394,0,0,3,797216,0,0,0,0,2,605,0,0,0,0,0,0,0,0,1,15435,0,0,3,61418,2,9104,7,269334,0,0,0,0,1,7202,0,0,0,0,0,0,0,0,0,0,3,32948,0,0,1,55121,0,0,2,0,2,54816,13,697505,0,0,0,0,0,0,0,0,0,0,0,10720,0,0,0,0,1,228,0,0,2,55348,0,0,2,40510,3,29212,11,160703,0,0,0,0,0,0,0,0,1,71472,2,0,0,0,1,0,1,7233,0,0,2,315740,1,0,5,846698,2,118449,16,852236,1,0,2,1740,0,32046,0,0,4,110383,3,590947,0,0,1,0,2,290277,0,0,1,39042,1,0
嘉義縣布袋鎮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65~69歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,9,1771103,11,220351,8,129081,1,242045,0,0,10,1100209,0,0,1,222,0,0,0,0,0,0,2,4377,2,6749,15,696463,0,0,6,924085,11,330510,11,858884,1,46526,0,0,11,331943,0,0,2,252230,0,14639,0,0,0,0,2,3161,2,8589,16,919553,1,42703,11,1416949,12,542636,11,1192627,3,497254,1,960,8,74201,0,0,1,93126,1,16708,0,0,0,0,1,24233,2,18399,11,158432,0,0,7,621526,11,330076,11,1109850,1,23558,0,0,7,134655,0,0,0,0,0,0,0,0,0,0,1,467,2,4908,7,243431,0,2547,9,1639853,6,764127,13,137401,1,7565,0,0,5,468120,0,0,0,0,0,0,0,0,0,0,1,3734,2,5669,5,20603,2,132767,7,2994798,6,756166,13,442542,2,179674,0,0,8,435998,0,0,0,0,1,116619,0,0,0,0,2,229937,1,754,4,58550,2,18445,6,965999,8,324735,11,234253,0,0,0,0,9,528185,0,0,0,0,1,0,0,0,0,245488,5,418392,2,13427,3,14876,3,87599
70~74歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,5,806909,7,194980,17,549528,0,0,2,29221,3,60808,0,0,1,0,0,0,0,0,1,339787,4,32296,1,2026,11,224921,2,36005,11,4322484,8,452574,13,1093208,0,0,1,21250,4,216693,0,0,0,205306,2,191912,0,0,0,0,4,19965,0,0,9,115701,0,0,8,2141683,8,372493,14,986959,0,0,0,0,7,161451,0,0,2,214813,1,5369,0,0,0,0,3,255317,0,0,15,755238,0,0,6,1930137,9,449195,12,238385,1,555,0,0,10,385312,0,0,0,0,1,18808,0,0,0,0,3,38661,0,0,22,960748,1,0,10,1012741,11,327267,15,322352,1,495061,0,0,9,644448,0,0,0,0,1,74414,0,0,0,0,3,405112,0,0,13,110138,0,0,14,2437932,15,449468,11,130915,0,0,0,137664,8,73365,0,0,0,0,3,9780,0,0,0,0,3,48350,0,0,18,742030,0,0,17,3135134,9,204268,11,362642,1,0,0,0,10,896945,0,0,1,0,1,52685,0,0,0,0,2,320104,0,0,13,1181969,0,19374
75~79歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,5,443956,12,638486,10,854823,3,1202426,3,124235,0,231,0,0,2,39146,2,366327,0,0,0,0,3,17071,1,520373,10,967323,0,2995,3,260696,13,234051,10,217372,3,996581,3,71320,0,0,0,0,3,808900,0,0,0,0,1,381371,3,15249,2,56298,12,461944,1,495951,3,357852,9,504488,9,495546,2,956933,4,86919,2,69886,0,0,2,5372,0,0,0,0,1,387898,5,246445,2,34383,13,331141,0,0,8,391278,8,409804,11,567958,2,1052105,2,16179,4,137751,0,0,1,4965,1,365910,0,0,0,0,4,40007,2,5840,9,836150,1,151108,5,511445,6,56237,17,1038206,1,0,3,14931,4,180419,0,0,2,163048,1,6466,0,0,0,0,5,567200,1,393,6,129227,1,10536,6,1040150,9,176797,16,592185,3,8813,3,31566,5,141859,0,0,2,495338,1,144124,0,0,1,243058,6,8639,1,1102,9,108590,0,0,13,2727708,8,98723,15,592699,1,14040,3,22867,6,148116,0,0,1,184118,1,89038,0,0,2,618224,4,10336,0,0,12,519640,1,76469
80~84歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,7,404542,3,69298,17,255285,1,235563,0,0,1,13644,1,7435,3,189896,1,13933,0,0,1,26257,1,2211,0,0,6,153168,0,0,3,213177,3,234588,11,285962,1,2734,0,0,1,2171,1,989,1,13182,0,0,0,0,0,0,0,0,0,0,5,137109,0,0,2,0,8,279186,10,66863,1,78992,0,0,0,0,2,638374,1,7155,0,0,0,0,0,0,0,4801,0,0,3,25114,0,0,4,317367,3,76673,8,179972,0,0,0,0,1,0,1,106848,1,0,0,4389,0,0,0,0,2,187786,0,0,4,38502,0,0,3,7620,4,106164,10,950888,1,11263,0,0,1,28204,0,0,1,1765,0,0,0,0,0,0,2,45572,1,46656,7,114271,0,327728,4,103448,5,306339,13,1169261,2,379944,0,8529,2,160425,0,0,4,77995,4,394960,0,0,0,0,2,65455,1,9928,5,22726,1,6420,8,1055134,4,303552,12,117362,1,43900,1,16776,1,70300,0,0,6,200162,2,296003,0,0,1,671,3,40900,2,20582,6,98124,1,0
85歲以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,2,6199,1,0,6,206889,1,22450,1,10632,1,60013,0,0,0,0,0,108971,0,0,1,5820,1,10289,0,0,0,0,0,0,1,14792,3,63978,7,797014,1,5444,1,8558,1,194779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51228,6,52577,1,153659,1,9170,0,0,1,26357,0,6652,0,0,0,0,0,0,1,0,0,0,3,244081,0,0,2,118458,1,153099,9,282455,1,3296,1,12796,0,0,0,0,1,13198,0,0,0,0,0,0,1,202204,0,0,2,0,0,0,1,0,1,65002,9,263001,0,0,0,0,1,0,0,0,1,12728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45553,3,13061,11,408157,1,231895,0,0,1,0,1,42234,3,99675,0,0,0,0,0,0,0,0,0,0,2,40853,0,0,4,74285,4,31495,12,223223,2,30346,0,0,2,0,0,0,3,130372,0,0,0,0,0,0,0,1711,0,0,1,74160,1,0
嘉義縣大林鎮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
